,Comment,AuthorName,AuthorChannelId,PublishedDate,LikeCount,toxic,severe_toxic,obscene,threat,insult,identity_hate
503,Guys have  u studied in any medical colleges or having experience in this field.  Ya it&#39;s just copy paste fact from Google and article ur just telling,INDIA,UCvJXlN5FHWRMbsiAFymg1Kw,3/6/2023,0,0,0,0,1,1,0
504,india me available hai kya ye ؟؟؟,Mohd Imran,UCOsn3G4ygGJ068onxM5g8Yg,3/6/2023,0,0,0,0,0,0,0
505,Machine tu mil jai gi par partner 🥺💔,Saad_Bobby,UC-wymn1p8zemPRmYnemdAuA,3/6/2023,0,1,0,0,0,0,0
506,Sala vo sb chhodo 🙂 merko Virat Kohli k liye bura lgra ...uski biwi k sath kon mze le rha 🙂😂😂,๖ۣۜƊαrͥedͣeͫvᎥl,UCBDC1l9O1IALwTyZYkZYY4g,3/6/2023,1,0,1,0,0,0,0
507,Didi machine toh khareed li ab partner khaa se laaau😭😭😭,ㅤㅤㅤㅤㅤㅤ X,UCf9dRDjbKktfgVAnTR2xzGQ,3/6/2023,158,0,0,1,0,1,0
508,Tera kuchh nhi so sakta behan ke laude <br>For fun only <br>Don&#39;t be serious😅😅,Vishal Jat,UC08FKjblAN-7X-xpV6fqtGw,3/31/2023,0,0,1,0,0,0,0
509,"@Dhruv Banker ye to anyay he ,har gav redbajar banane ki jumbes karni chahiye har kuvare ladke ko..jis se gali ki ladkiya ko bhi koy paresan nahi karega..sadi barbadi se bach jayege.<br>or yis morche ke pramukh honge patra kar popat lal.",N.g chanal,UCMsOnTm8QZk1nU54AOYgdcA,3/30/2023,0,1,1,0,0,1,0
510,yesi bevkufi karne se pahle nahi socha !<br>yin se achh randi bajar chale jata.1000 me hojata..3000 dene ke bad bhi partner ki janjat yis liye ye machine flop gayi..,N.g chanal,UCMsOnTm8QZk1nU54AOYgdcA,3/30/2023,0,1,1,0,0,0,0
511,Ayo Sus 😳,Sayan,UCVg20Q3vdsR4xCe_APvwGqA,3/24/2023,1,1,0,0,0,0,0
512,​@motivation shorts exactly the same I was thinking to write,daksh gangwani audition,UCoPTlQFsIMOoEB3ysuHAavg,3/16/2023,1,0,0,0,0,0,0
513,I need partner,Robin Hood,UCChp5ZDf7QIRsF_ZiGCt_Kw,3/6/2023,0,0,0,1,0,0,0
514,Mujhe kya mai toh single hu 😂😂,Adityavardhan,UC2Jlog8dHivWXPCB9CJhpEA,3/6/2023,1,0,0,0,0,0,0
515,Is se badhiya main ek s** doll lelu,Aman Prakash,UCVFWhiG8Kz-nVsQHWetfqfA,3/6/2023,0,0,1,0,0,1,0
516,China me talent ki jarabhi kami nahi hai,DR.,UCfpV0yaVt-aunoZ1YTcbcjg,3/6/2023,0,0,0,0,0,0,0
517,Bhai 3000 me to mil hi jaayegi😂😂😂😂😂,𝙑𝙞𝙫𝙚𝙠 𝙆𝙪𝙢𝙖𝙧,UCpFKe-BMCYG1Gd91zg1jUng,3/6/2023,37,1,0,0,0,0,0
518,@gullu abe c. Mazak kar raha hu kyon har jagah serious ho jaata hai,𝙑𝙞𝙫𝙚𝙠 𝙆𝙪𝙢𝙖𝙧,UCpFKe-BMCYG1Gd91zg1jUng,3/30/2023,1,1,1,0,0,0,0
519,c.  ke piche bhoot mat bano strong bano self Pride Lao khud me,gullu,UC8rPOTLtKOOxWYErZ6oeq-w,3/30/2023,0,1,0,0,0,0,0
520,​@Lund ka Topa 🙄,Ravi Chaudhary,UCGpMiwcgZfK0B86tjcadcEQ,3/8/2023,0,1,1,0,0,0,0
521,​@kapil patidar hamare yaha 6000 mein a jati hai russian,Lund ka Topa,UC4eB3wJBaNz7RSsE_8ZRY-w,3/6/2023,2,1,0,0,0,0,0
522,@kapil patidar device leni hi kyo sidha bulao,𝙑𝙞𝙫𝙚𝙠 𝙆𝙪𝙢𝙖𝙧,UCpFKe-BMCYG1Gd91zg1jUng,3/6/2023,1,0,0,0,0,0,0
523,Good work for you,Joyjit Saha,UCkGL9djzVjDX_02FJf9ZMHA,3/6/2023,1,0,0,0,0,0,0
524,Firr bhi woh feel nai jo real mein I mean really the exhale 🙃,Kishlay kr Sinha,UCQcx_O2ayjdc_WQNtnXhoBg,3/6/2023,32,1,1,0,0,0,0
525,Bhai experience hai?,Punit Kadam,UC-ShoYDFYPSSccBTpicobhA,3/6/2023,1,0,0,0,0,0,0
526,Soya chunks ke baje se man boobs badhte he ??? this fact or myth ?? 😪,ISHWAR 09,UCAMyyWvTPYLuzrHLzio9RyA,3/6/2023,0,1,1,0,1,0,0
527,Myth hai bs 😌 lekin iske bdle paneer aur chicken kha isme body bnegi,Keshav Gamer,UCFSRPcfY073_xq0bI_VMAiw,3/6/2023,2,0,0,0,0,0,0
528,Soya chunks ke baje se man boobs badhte he ??? this fact or myth ?? 😪,ISHWAR 09,UCAMyyWvTPYLuzrHLzio9RyA,3/6/2023,0,1,1,0,1,0,0
529,Soya chunks ke baje se man boobs badhte he ??? this fact or myth ?? 😪,ISHWAR 09,UCAMyyWvTPYLuzrHLzio9RyA,3/6/2023,0,1,1,0,1,0,0
530,Soya chunks ke baje se man boobs badhte he ??? this fact or myth ?? 😪,ISHWAR 09,UCAMyyWvTPYLuzrHLzio9RyA,3/6/2023,1,1,1,0,1,0,0
531,Assam mei 🤣,Dipak Barman,UC8VeUBuk1b5F48-Ny8fJefQ,3/6/2023,7,0,0,0,0,0,0
532,Assam:),SANKAR FF YT,UC4acYXlDungXScikV-l06og,3/6/2023,1,0,0,0,0,0,0
533,Assam 😁,Jatil Bastov Gogoi,UCewWfpzpFEyVF4zS1Kad9Kw,3/6/2023,2,0,0,0,0,0,0
534,You should also tell about how to grow pp 🗿 I&#39;m sure boys are very curious to know about that like if u agree 👍🏻,NIKHIL,UCRen_rlh7N75uGkhFqO-Bhg,3/6/2023,1,1,0,0,0,0,0
535,My dirty mind 😏,Keertinandan tiwari,UCQf_Gsim1GZ9WPDE8J4Q-eQ,3/6/2023,25,0,0,0,0,0,0
536,Exactly,AP,UCEeDlT03W67OJJd5dpMwS6w,3/29/2023,1,0,0,0,0,0,0
537,"Indian ladko ko bas S€X k bare me hi Jaana Hai bs, tabhi Indian men ki koi respect nhi krta h, pura world Indian mens ko pervert aur r@pist samajhti h.",SiD,UCyqcmSJ45SF-t7o44ex3jnw,3/6/2023,0,1,0,0,0,1,0
538,Maine socha kiss mangne valli hai😂😂😂,Abhay Thakur,UCZg3Ohfjte15Dib3uDQdeAg,3/6/2023,4,0,0,1,0,0,0
539,Full Support To Made In China <br>Jk lol😂,LiLKsHmR,UCExQlkAPSrR7ExXAJzjJ_Pg,3/6/2023,20,0,0,0,0,0,0
540,Maine 20bar kiya hai,viral kids,UCxNhvXorkGWTIYf0sp-Iihw,3/6/2023,1,0,0,0,0,0,0
541,Report this channel and off this content,viral kids,UCxNhvXorkGWTIYf0sp-Iihw,3/6/2023,1,0,0,0,1,0,0
542,Ye india me bhi hona chahiye 👍👍,Atul Kumar,UCKt-DZef7vO1uYsDp1jQMqg,3/6/2023,25,0,0,0,0,0,0
543,​@Naman Verma 😂😂😂😂,Manjeet Gupta,UCMlYEyxVC31c3WozEo2IcuQ,3/21/2023,0,0,0,0,0,0,0
544,Indian government should make bandi first,Lund ka Topa,UC4eB3wJBaNz7RSsE_8ZRY-w,3/6/2023,1,1,0,0,0,0,0
545,@Naman Verma nahi,Atul Kumar,UCKt-DZef7vO1uYsDp1jQMqg,3/6/2023,1,0,0,0,0,0,0
546,@Optimus Prime tujhe kyu mirchi lag rahi hai,Atul Kumar,UCKt-DZef7vO1uYsDp1jQMqg,3/6/2023,0,0,0,0,0,0,0
547,Bandi h teri,Naman Verma,UCYeAVnubpXg1GHrzkSYNTiw,3/6/2023,4,1,0,0,0,0,0
548,mujhe jail me sex karna hai,Moon,UCesVqdERVrJbY11GhSY1wgQ,12/4/2023,0,1,0,0,0,0,0
549,​@hritk Mei v bro😊,Supper Boy,UCot-NdOP3WQU-olxGocOydQ,12/4/2023,0,0,0,0,0,0,0
550,Bhai me ja raha punjab jail,Rishabh parmar,UCUsmWzggzm9h-RWTqyvDoxw,11/4/2023,0,1,0,0,0,0,0
551,Aapke saath ❤,i love you,UC_pcN94q0t2EdhXuQMpbJPg,13-04-2023,0,0,0,1,0,0,0
552,Mujy to mia khalifa cahiye 😢😅,P A Meriya,UCj-ksCcWUgTJNOgt-OolHzw,13-04-2023,0,1,0,0,0,0,0
553,Aap ki bato se lagta hai aap s*x in the jail me jyada intrested hain... Dekhna kahi apko hi jail me na karna pdhe.. 😂😂,Guru 🔥,UCWT5fykcRCnZ_j13nJ59WyA,13-04-2023,0,1,1,0,0,0,0
554,Aap to bahat dekhi rahe hoge,Sb Pradhan,UCmmrOnQDcdCO6jmqx_J9Fpw,13-04-2023,0,0,0,0,0,0,0
555,Mujhe apke liye kuch lagta he,Abdul Gulfam,UCuK8gZiOd3u7JvT3o6HUfvQ,13-04-2023,0,0,0,0,0,0,0
556,Last two lines 😂,Ajay Kumar,UCwQnRSip9Nlms3w0Uv0_a6w,13-04-2023,0,0,0,0,0,0,0
557,Madam se puchna chahta hu meri koi gf nhi hai agar me jail me jau to mujhe bhi moka milega ya nhi ye bato bas app 😂😂😂,Kishor Khatri,UCdXUp3yBHKjHqp1GhkYSPqw,13-04-2023,0,1,0,0,1,0,0
558,Apko karna h kya sex,Rajbishnu Singh,UC4uGUooYVtNohhpGvdn3plA,13-04-2023,0,1,0,0,0,0,0
559,the most excited person 😂😂,L KUmra,UCC1fhiMYkQbcFgamL2Pw2ng,13-04-2023,0,0,0,0,0,0,0
560,Jail Jane se phalee app ki lakea jayng ga😂,xXx__-_Numb⁶⁶⁶,UCVu5xTMHXB-FgvgUhcCPOGg,13-04-2023,0,1,0,0,1,1,0
561,Room ka jogar hogya...,Cybertron Geek Agency Ka Malik🛸,UCT5bJ8y46j-d1joTafOAsSQ,13-04-2023,0,1,0,0,0,0,0
562,Kya aap jana chahenge,Bindash gamer yt,UCprcnbclzHdcOarLfZW68Nw,13-04-2023,0,0,0,0,0,0,0
563,Mujhe to lagta hai tu bhi jail jayegi,B K K,UCt1XjDVnaetecDlBtleH_IA,13-04-2023,0,0,0,0,1,1,0
564,A😊,cutezania,UCocN5ElBjN7t5q1-4eGB-ew,13-04-2023,0,0,0,0,0,0,0
565,ha bahut jadi he 😁😁😁,julmi gaming,UCg-2XNbLNgN-h2r5v6rLKNg,13-04-2023,0,0,0,0,0,0,0
566,Sex😅😅😅,Sk shamsheer,UCliR2RinBlaOX5qml6GMNhw,13-04-2023,0,1,0,0,0,0,0
567,Jinko umar kaid ki saza hue hai madam info toh puri diya kro 😂😂😂😂😂😂😂😂,SHARMAJIGAMINGYT,UC5ROzjIIZ-WiHT4LO3uCuDA,13-04-2023,0,1,0,0,0,1,0
568,Kaise kaise maja aata h iske baate sunkar 😂😂😂😂😂😂😂,Beenu Kumar,UC3YgjKLlia1mYkzsVPO9hNQ,13-04-2023,1,0,1,1,0,1,0
569,Kya content,WB keyboardist,UCeF1FAgojykWcAiGPCij5eQ,13-04-2023,0,0,0,0,0,0,0
570,Bhai itni hawasi ladki mene duniya me aaj takk nahi dekhi😂. I want you 😂😂,Rohit Kawal,UC7dWHVuPb5bexlZU6ECwEZA,13-04-2023,1,0,1,0,0,1,0
571,Sala sex ko kitna next level pe le gye hai log chutiya saale jhaa se bathroom aaya hai usko chatna hai in logo ne 🤮🤮🤮🤮mrjaao 😂😂,illegal gaming,UCIcFCpCfPPbeY2ITR8HnAkQ,13-04-2023,0,1,1,0,1,1,0
572,cute,Awais Bajwa,UC2RU6Pid22GvrdZETwKX4pQ,13-04-2023,0,0,0,0,0,0,0
573,Me kabhi search nhi kya hu lekin is video dekhane ke bad me kar rha hu,Deepak Kumar Yadav,UCtAe94otz5f5x6XRRxV1JDQ,13-04-2023,0,0,0,0,0,0,0
574,Mujhee jail jana hy❤,Anil singh,UCJI0tDio412gIlHQdMIDx0g,13-04-2023,0,0,0,0,0,0,0
575,Mereko to isko hi thokne ka mann kar raha hai😂🤤,Keshav Sharma,UCupW-ZxwZ9AjkKcueQwf9zg,13-04-2023,0,1,0,0,1,0,0
576,Punjab gov. Ko aur kuch n mila.. sara vikaas ho rakhaa😂😂,Titu mama,UC40IhsIjC_xMWdxYEZgeqDg,13-04-2023,0,0,0,0,0,0,0
577,Tum tere Bhai or papa ko khana ye bat,Ghanshyam Devra,UC1ezSRhXdX0Xtk9ztJXOMaA,13-04-2023,0,0,0,0,0,1,0
578,Tum jeso ki vaje se India kharab ho raha he,Ghanshyam Devra,UC1ezSRhXdX0Xtk9ztJXOMaA,13-04-2023,0,0,0,0,0,0,0
579,ab mai ja raha hu 💀,professor x,UCKLh09dpoWEEocD9TtpbDGQ,13-04-2023,0,0,0,0,0,0,0
580,Single____didi kis bara ma baat kar rahi ha 😮 sunkar lagta ha inko bahut jada experience ha 😂😂😂,😡kiler 🤘gamer,UCprOkyF1fLwQmcOjoiBxoeA,13-04-2023,0,0,0,0,0,1,0
581,Mai murder karke ghum raha hun Punjab police kaha hai,Skills Bate,UCwLSaWuNRRLEh6lGa6I8fzw,13-04-2023,0,0,1,0,1,0,0
582,ab aap kro to krta hain,DRAMAS REVIEW,UCXEUTo29SVNojWjp8v5dj9A,13-04-2023,0,0,0,0,0,0,0
583,Fake you,RADOY FF,UCZK6C3EnX3-q27VeC2mG-ng,12/4/2023,0,1,0,0,0,0,0
584,Tu kitni hot hai yaar,Riya Shaikh,UCH5sXPXmzavfYnUdjzwyIew,12/4/2023,0,0,1,0,0,1,0
585,I want to with you ❤️,yarana vlogs,UCm-z6qC9t6N9pOtUK9I3JRg,12/4/2023,0,0,0,1,0,0,0
586,Nhi didi humne do nhi kia lkn lag rha apne kia hay tabhi itni knowledge hay apko 😂,mirza osama baig,UCpOb4PnnpSmr57bzFjK8K0Q,12/4/2023,0,1,0,0,0,1,0
587,Tum Kitna logi,Mohammad Abdullah,UCKEkKOo5h0iKV7jxMy3MQmg,12/4/2023,0,1,0,0,0,0,0
588,Tum v ana mai wahi ja raha hu😢,Sinky Kerketta,UCG0MCEx0rK7Z8ihCldo7IwA,12/4/2023,0,0,0,0,0,1,0
589,bechare dil jale ashiqo ka kya hoga jail ke andr yeh sab dekhkr..😂😂😂,Maaz Khan,UCxkNF3wj0N5wZ9lXhmEze4A,12/4/2023,0,0,0,0,0,0,0
590,Sex k ilawa kuch hai bhi tmhary pas,Sam Vlogs 1.0,UCEfCn7kYvlyoJU59AD3ITyw,12/4/2023,0,0,1,0,0,0,0
591,I l u,Akshay Maske,UC9DONMZ0vGfG1Vxwy7O7Nyw,12/4/2023,0,0,0,1,0,0,0
592,Tera kya hoga FIR,DESI BOY,UCtXyqLUw__TpSMyH3ZFdanA,12/4/2023,0,0,0,0,0,0,0
593,Hoooooo,Abdullah bin Salam,UCdJ978269bUBaXHRmtL2QaA,12/4/2023,0,0,0,0,0,0,0
594,Are yr kya hi item hai tu,honey walia,UCcrnZqEolMj_HHZN0Psu8cQ,12/4/2023,0,0,0,1,0,0,0
595,Mtlb tum kr chuke😂😂,RK SAHNI,UCTza5QgLqyCb6MQTSofRKeg,12/4/2023,0,0,0,0,0,0,0
596,Tari Sath krna hai s,FASTER FF,UCzVy6CCnFq2y1WqHx5vMOdg,12/4/2023,0,1,0,0,0,0,0
597,Mera chordo didi bohot bindas he 😂,E Zell gaming,UClzEYLXTB-zHW97b8Ry2kvQ,12/4/2023,0,0,0,0,0,0,0
598,mai to sabsa pahla aap ko sut karu gy <br>i hate you,Kaka Gamer,UCnJTpzJbLJd4PfaD28_URnQ,12/4/2023,0,0,0,0,1,0,1
599,mjy b jail jana hai😅,Raja Gaming,UCSB2qZ5MenDWf7Y4PyNbQ0g,12/4/2023,0,0,0,0,0,0,0
600,You have done porn,Munish Mohan,UCF6Ux8URk_ySwhzeCoPMfOg,12/4/2023,0,0,1,0,0,1,0
601,tu free ahes kay m,Umesh Patil,UCAfJ1gu2hZ4sW2jRFMvpDsA,12/4/2023,0,1,0,0,0,0,0
602,Yar tum ho Kun,PAPU NAYAK,UC2qXU6qM-1mg4T8X5mQ72jw,12/4/2023,0,0,0,0,0,0,0
603,Tum sex karne dogi to chala jauga,kumar ray,UCj6VcMcer_F-ynHolL1kRsA,12/4/2023,0,1,0,0,1,0,0
604,Ham single toh mutthi hi marenge yrr 😅😅😅😅,Boby99,UCIKcWW_M6T3wRkkZtiMrZeA,12/4/2023,0,1,0,0,0,1,0
605,"Aree didi ji headphone warning de deti, parivar ke saath baithe the...😢",Xavier_memes,UCzaYEuhilELci-bFbXeaurQ,12/4/2023,0,0,0,0,0,0,0
606,ye koi randikhana hai😡😡,bhatakti aatma,UCVyHwWlolbhPpNWxa9Dx8HA,12/4/2023,0,0,1,0,0,0,0
607,Didi marvake manegie 😂,🚩Sanatani KatarHindu🔱,UCj_P47Nvm4czyHnVnE8k0SQ,12/4/2023,0,0,1,0,0,1,0
608,Ap k sat maza ayga,Imran Afridi,UC-2GLXU-PwKvFzrtMdXILzg,12/4/2023,0,0,0,1,0,0,0
609,"tu degi kyaa 500 rs de dunga sali <a href=""http://www.youtube.com/results?search_query=%23raand"">#Raand</a> 🤣",Rohit Raj_49,UCUWzyTtKxvgEpHLcmn_je-Q,12/4/2023,0,0,0,0,1,1,0
610,Ek baar bas ek Partner ka juggad ho jaye<br>Me taiyar hu Punjab ki Jail me jane ke liye 😅,Raju Ponia,UCmCvNOU0CUbTr-QNsNFtQtQ,12/4/2023,0,0,0,0,0,0,0
611,Tera pas jaiga,"Junai_,op",UCqUZEc4u9PXPLbl84KCdVTw,12/4/2023,0,0,0,0,0,0,0
612,Tumhari Sath karungi baby,FANNY BANGLA CARTOON,UC9RB9b1MZtS6CAlbS3BClsA,12/4/2023,0,0,0,1,1,0,0
613,Tumko shadi karenge,ᏟꭺꮮꮮᎷꭼMᴀnøj♡,UCFzim1Ey8jmb6JYzdkyDO3A,12/4/2023,0,0,0,1,0,0,0
614,issue bandi ko sab pata hai Kya search 🔍 karte hai,Bishal Magar,UCSpT6hFjd29m-PoAQv1ojvg,12/4/2023,0,0,0,0,0,0,0
615,ab kuch gunh karna hoga,ujcropic$*,UC102_PKi6caQ6dh_x9D07Bg,12/4/2023,0,1,0,0,0,0,0
616,"Jail jaunga or tumhe bulaunga 😅<br>Fir,................<br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br>TAPATAP 😅",पुष्पा 05,UCmWv2x7JpNWL0DFnlC9iphA,12/4/2023,0,0,1,0,0,1,0
617,Apke family bale kya sochte hoge apke bare me,Tanveer short,UC7U09vNyLVhvKc6rQm0MzKA,12/4/2023,0,0,0,0,0,1,0
618,Apko yah bat karte sarm nhi aati kya,Tanveer short,UC7U09vNyLVhvKc6rQm0MzKA,12/4/2023,0,0,0,0,0,1,0
619,Jail me Tum jaogi ki kya chodwane k liye,Chaudhary,UCUwWAC4d_kURUFaXtXBCYoA,12/4/2023,0,1,1,0,0,0,0
620,Pagal ki buchii lant tumhari information dene pe tu b najaiz sex ka nateeja ho..,Bilal Ejaz,UCMi5RR5KmlEGTXDXrMYCX_w,12/4/2023,0,1,1,0,0,0,1
621,jiske pass gf ya wife na ho jail me uske liye tum hi ko bheja jayega,Ravi Singh,UCzbVzNPN8R3A7qEvv7HtRFQ,12/4/2023,0,1,0,0,0,1,0
622,Aap chaho to Mai  jail Jane ke liye  taiyar hu❤,HAPPY FAMILY GAMING,UCqRJfiNg3FUyqxt2ccj6m1g,12/4/2023,0,0,0,1,0,0,0
623,Sex to karna hai par koi nahi sex ke liye 😢,MadaraOfficial,UCuOWOJQdX3dSljskK1TrJew,12/4/2023,0,0,0,1,0,0,0
624,Didi tume BADA masja aa he sex me sadi karlo,Round 2 Hell,UCmkc8q2K1k7toDcpqmSS87Q,12/4/2023,0,1,0,1,0,0,0
625,Ma jail chala jata hu tum ao gi kya ???,Thums UP Videos,UCzRyJjGrg69xOEAF3u-8ZHA,12/4/2023,0,0,0,1,0,0,0
626,Uske bhad Xvideo mein a Jaenge video.,Vikas Dixit,UCcnSc_751D40XaoFC9uZwLw,12/4/2023,0,0,0,0,0,0,0
627,Tum  ko sex mai kuch hi  jyada interest hai 🤨,Md Aman Sadique,UCp4u6IXJfp4g6j-JcRMweaA,12/4/2023,0,1,0,0,0,0,0
628,Poodi tari lai nai,Munib Ahmad,UCMHfYIjdib5yI02EG69KHbQ,12/4/2023,0,1,0,0,0,0,0
629,Aby yeh lrki ku hai isy to lrka hona chayeh kanhi sex ka treeqa kabhi condum laghany ka tareeqa bhai 😂😂😂🤣🤣🤣🤣,pro gaming,UCnq43csf1GrASKC1chXG0og,12/4/2023,0,1,0,0,0,1,1
630,Usse ZYADA TOH AAP KO EXITMENT HO RAHI HAI,KASIF A shaik,UCXxGhQo3vMAvT5OXCajuRBw,12/4/2023,0,0,0,1,0,0,0
631,Suno aap single ho,Black Barberian,UCG8ttL281WVMBAwJomPLemQ,12/4/2023,0,0,0,0,0,0,0
632,Mujhe jail jaane ke bad sex karna hai 😂😂😅,Md Nadeem,UCSIEWD9qrhBssViGqmkhBNA,12/4/2023,0,1,0,0,0,0,0
633,Kyo nahi abhi to population kam he Bharat ki  <br> Jai hind ❤🙏🙏,Memes and status by me,UCEmaOTdBRZAw3_DgZMZy6Nw,12/4/2023,1,0,0,0,0,0,0
634,Tum pa sa ya sab bad shot nhi kar ta didi ....kya boys itna bi sex ka pagal hogaya  ...har ya hi  bad son ta hu only sex and hawas sa barpor..yar ya sab naturaley ha isa q gandi najar sa dak ta ha,John,UClSAfzHDHStareLnPepAudQ,12/4/2023,1,1,1,0,0,1,0
635,Tu  aa rahi hai kya,yt rawat auras,UC4j3ss-Y8yh9IIFX-95wDOQ,12/4/2023,0,1,0,0,1,1,0
636,Our usme spy cam rakhe gah 😂porn live telecast,Two2o2,UCqr4qldeaP0cTJQnHy1u6Ug,12/4/2023,0,0,0,0,0,0,0
637,Ye sab kya sunna pad raha hai madam badi maje se Bata rahi hai 😂😂😂😂,Deepak Mishra,UCNafaSEXseF7YcwyyE9yu8Q,12/4/2023,0,0,0,1,0,0,0
638,Tujhe abhi block karta hu,SK gym growth,UCXBDRJhh71bGR8cof-JwXYQ,12/4/2023,0,0,0,0,0,0,0
639,Tumhare sath korna hai,GK community questions,UCftpKyxOSAk6E7ox_UUrj2w,12/4/2023,0,0,0,1,0,0,0
640,Sex,Kamal Cheriya,UCIQ8SzEmtX2PEMlhvDqn-fg,12/4/2023,0,1,0,0,0,0,0
641,"Aaj jail , kl jail ,fir wahi purana khel 😂😂😂",kD vlogs,UCiaCxvqRLvWDxYYRJ5NKMiA,12/4/2023,0,0,0,0,0,0,0
642,Fudu km jnaniya nu jail bhejo bnda na Ghar bhejdo 10 din lyi,Punjab,UCcQ-ffpQ0f1L1-ScCOXb2CA,12/4/2023,0,1,0,0,0,0,0
643,Jo bhi bolo tum ye baat bolti ho to maja aa jata hai😅😅😅,body workout💪,UCdZzVEk3f8qCPfANXRXXt3w,12/4/2023,0,0,0,1,0,0,0
644,AP ke saath,Dipali bera,UCfJvDrLIRJTlqqSny__Ufzw,12/4/2023,0,0,0,0,0,0,0
645,Me to ye Soch ke pagl hoye ja rha Hu ki agar Apke papa ko char😂log puchte hoge apki beti kis topic pe video bnati hai to o kya Bolte hoge,SHUBHAM PaWaR ( खापरी ),UC_Mu97pCCAiGzena4o2AFog,12/4/2023,0,1,0,0,0,1,0
646,Jhony bahi na har jaga larkeyou ko choda ha,Najeeb Khan,UC07c_8ZsCBgvWPNLNm_eDhA,12/4/2023,0,0,1,1,0,0,0
647,Tu agr jail mai Time spend karne aayegi to jail bhi chale jayengy 🥱,Amazing Life 🧬,UC7w2BjHw6e-rd5bgujGEqAA,12/4/2023,0,0,0,1,0,0,0
648,Wo sab to thik hai tumhare lips itne chote q hai,Mohd zaheer,UCIH-8M2QvThhxnKVDCSo4HA,11/4/2023,0,0,0,1,0,0,0
649,🤣,lastsinner,UCQEZSuaXG905yGKh4XU8mDA,11/4/2023,0,0,0,0,0,0,0
650,Baba raam raheem ji ko bhejo vsha,mamoon siddiqui,UCaN8S-4lu_tjPG3Cn7GKR2g,11/4/2023,0,0,0,0,0,0,0
651,Dekho jaisa aap bolo vaise hi karte hai aapko kaaha majha aaaye ga jail main ya ghar mein,kamal preet,UCvpjP-gD6pEhf7I4wOENaYQ,11/4/2023,0,0,0,1,0,0,0
652,My life me fast time tumare sath ek ratt  chaloge,MASTER. +XD+,UCh0eAxiCluaI0bpNVNf3ZEA,11/4/2023,0,1,0,0,0,1,0
653,Apkoo bahat experience he😅😊😂,M Entertainment Shorts,UCNcXO3N6giW7t27nZAMf6EQ,11/4/2023,0,0,0,0,0,0,0
654,Mujhe jail jana hai😂😂😂😂,Ali Haider,UCzhqW6YBKxfQQPEUOu0t81g,11/4/2023,0,0,0,0,0,0,0
655,Tera ko kar na hmm 🤔🤔🤔🤔🤔😂😂😂,Amit  mamuni,UCnhu1ra-HtZmUoUd2rW-OjA,11/4/2023,0,0,0,0,0,0,0
656,Aare didi koi ladki too mile,ABHISHEK SHAKYA,UCXZmmrweIhh3UMTE0KsnZlw,11/4/2023,0,0,0,0,0,0,0
657,Sex pr phd kiye ho kya tumne 😢,Roshan Vishwakarma,UC6eodzA30IVZnD7bTQ2qmzA,11/4/2023,0,1,0,0,0,0,0
658,Tu kya kregi 😅i gi jel me 😆,Moin Saiyed,UCSzfL3avHOa5HkWzyXt3TuQ,11/4/2023,0,0,0,1,0,1,0
659,mujhai iskae saath karna hai😂😂,Hell Yea,UC4H0Bf3ZPF1ElxBieeihSXQ,11/4/2023,0,0,0,1,0,0,0
660,Jada saynii mat ban bhag,sumit gajbhiye,UCFMqEzsKlsgK-TrZjBIIj5g,11/4/2023,0,0,0,0,1,1,0
661,Raip karke jail jayenge😂😂😂😂,Yadav Gaming (YT),UC5vS4ShXXvydtO5rUL1HIEQ,11/4/2023,0,0,1,0,1,0,0
662,Waah kya facilities hai jail mein hii ghapaa ghap,NICK LAMA,UCLNEGFtZlknizhvmjWcXORQ,11/4/2023,0,1,0,0,0,0,0
663,Hum aapke sath karenge,Priya Saini,UCnLUJaK6LQLy9QNiYfUKwUw,11/4/2023,0,0,0,1,0,0,0
664,Sabse pahle tumhe try karna chahiye,Deepak Kumar,UC7HbNnPInl7Id_ybm1OeNSg,11/4/2023,0,0,0,1,0,0,0
665,apka sath ekbar karna chati hon,Darchen Reang official,UCsmDFlUaaHJ0ciFDpL9EnzQ,11/4/2023,0,1,0,0,0,0,0
666,Tu kitni baar gyi chudane jail,Dasrath Vishnoi,UCEpxjG_OkXMCNSuxOYBqviw,11/4/2023,0,0,1,0,0,1,0
667,"Tmhe kaise pata hm yahi chiz search krte hai ,,. Kuch to garbar hai re deva😆",XY Z,UCaPyJWmHpIhpXRyezhjV7gw,11/4/2023,0,0,0,0,0,0,0
668,Koi naahhh tho me mia ko bolunga ki ek din aajha 😂,Sumanth Kshatriya,UCKHwlmi8UoECSacZuC1lB2Q,11/4/2023,0,1,0,0,0,0,0
669,Aaj Jao sath mey jail jate hey baby banana hey,Mr. Wong,UCTgLMGxxUyMFkQnPBks4p6w,11/4/2023,0,0,0,0,0,0,0
670,Kya mam aapko kaise pta😜,me tutor,UC_RT1SsSZqwg591x7Jpkntg,11/4/2023,0,0,0,0,0,0,0
671,Tu aar mea chale jayeka😂😂😂,Mandip Rai,UCdrfF_eLOw1z9l9_0YxFTSw,11/4/2023,0,0,0,0,0,0,0
672,Tum ajao lr le ge tumhare sath😂😂,Sachin India,UC8-bWBcIJhwyMU9QOrambKg,11/4/2023,0,0,0,1,0,0,0
